Zipcode,Center Point Lat,Center Point Lng,ID
957,18.368414,-66.18769300000001,0.0
959,18.385785000000002,-66.155654,0.0
960,18.416919,-66.14579499999999,5.0
961,18.413307,-66.164683,0.0
962,18.444614,-66.148839,0.0
965,18.433757,-66.114752,0.0
966,18.401521,-66.117597,0.0
968,18.406085,-66.101232,0.0
969,18.368062,-66.108062,0.0
971,18.318884,-66.11919,0.0
976,18.336176000000002,-65.994099,0.0
979,18.444394,-66.030036,0.0
982,18.411261,-65.99204499999999,0.0
983,18.417816000000002,-65.975819,0.0
985,18.41077,-65.947928,0.0
987,18.338161,-65.94108299999999,0.0
1001,42.062368,-72.625754,0.0
1002,42.364061,-72.45873900000002,0.0
1003,42.389941,-72.524108,0.0
1005,42.418848,-72.10659799999998,0.0
1007,42.27901,-72.400468,0.0
1008,42.190144000000004,-72.95435,0.0
1009,42.211969,-72.341433,0.0
1010,42.128176,-72.205352,0.0
1011,42.300281,-72.968716,0.0
1012,42.375425,-72.858192,0.0
1013,42.154903999999995,-72.602804,0.0
1020,42.17260200000001,-72.562073,0.0
1022,42.197741,-72.542713,0.0
1026,42.465495000000004,-72.918267,0.0
1027,42.295008,-72.75187700000002,0.0
1028,42.062378,-72.498111,0.0
1029,42.193395,-73.044647,0.0
1030,42.072925,-72.686972,0.0
1031,42.329399,-72.198187,0.0
1032,42.457613,-72.81478,0.0
1033,42.244949,-72.50014300000002,0.0
1034,42.098676,-72.961564,0.0
1035,42.356491,-72.568632,0.0
1036,42.062946000000004,-72.41729699999998,0.0
1037,42.372728,-72.195412,0.0
1038,42.385496,-72.60692900000002,0.0
1039,42.40427800000001,-72.68892199999998,0.0
1040,42.211656,-72.642448,2.0
1050,42.286762,-72.869695,0.0
1053,42.356301,-72.713584,1.0
1054,42.468897999999996,-72.48457900000002,0.0
1056,42.183577,-72.457812,1.0
1057,42.09359600000001,-72.321494,0.0
1060,42.321488,-72.630588,0.0
1062,42.328308,-72.703924,1.0
1063,42.318882,-72.63853,0.0
1066,42.406903,-72.655018,0.0
1068,42.350862,-72.044248,0.0
1069,42.187794,-72.30846899999997,1.0
1070,42.518446000000004,-72.91901700000003,0.0
1071,42.160059999999994,-72.873853,0.0
1072,42.456967999999996,-72.417244,0.0
1073,42.226949,-72.74158800000002,0.0
1074,42.38760300000001,-72.09323,0.0
1075,42.256208,-72.58103,0.0
1077,42.05257,-72.777353,0.0
1079,42.197913,-72.329709,0.0
1080,42.185727,-72.361558,0.0
1081,42.061313,-72.234411,0.0
1082,42.293533000000004,-72.278599,1.0
1083,42.203641999999995,-72.194599,0.0
1084,42.39237,-72.882235,0.0
1085,42.153503,-72.771602,1.0
1086,42.130446,-72.79396700000002,1.0
1088,42.39170900000001,-72.64649399999998,0.0
1089,42.125451,-72.649734,0.0
1092,42.191868,-72.235108,0.0
1093,42.441943,-72.661817,0.0
1094,42.359108,-72.1368,0.0
1095,42.138498999999996,-72.420715,0.0
1096,42.39714,-72.763572,0.0
1097,42.178038,-72.832612,0.0
1098,42.394315,-72.943115,0.0
1103,42.104106,-72.592027,0.0
1104,42.134009000000006,-72.56537800000002,1.0
1105,42.099958,-72.580765,0.0
1106,42.04756500000001,-72.57113000000003,0.0
1107,42.12106,-72.607068,0.0
1108,42.080692,-72.56079100000002,0.0
1109,42.119673999999996,-72.549726,1.0
1118,42.094194,-72.525081,0.0
1119,42.12497800000001,-72.51120999999998,0.0
1128,42.09229600000001,-72.489135,0.0
1129,42.11869,-72.4882,0.0
1151,42.15186,-72.50913100000002,0.0
1199,42.120563,-72.60446800000003,1.0
1201,42.448236,-73.27372700000002,2.0
1220,42.623799,-73.116736,0.0
1222,42.058703,-73.322175,0.0
1223,42.312225,-73.110124,0.0
1224,42.513163,-73.19574300000002,0.0
1225,42.563401,-73.153335,0.0
1226,42.481119,-73.13507299999998,0.0
1229,42.276338,-73.33589599999998,0.0
1230,42.173192,-73.324283,1.0
1235,42.425676,-73.063012,0.0
1236,42.266496000000004,-73.378393,0.0
1237,42.547818,-73.268033,0.0
1238,42.297501000000004,-73.230148,0.0
1240,42.367858,-73.269763,0.0
1242,42.333734,-73.249199,0.0
1243,42.350122,-73.024112,0.0
1244,42.118094,-73.257497,0.0
1245,42.186893,-73.223105,0.0
1247,42.698526,-73.0843,1.0
1253,42.206683,-73.113214,0.0
1254,42.382019,-73.365492,0.0
1255,42.10749600000001,-73.118607,0.0
1256,42.594165999999994,-73.02232,0.0
1257,42.085244,-73.367483,0.0
1258,42.10928,-73.462886,0.0
1259,42.075469,-73.234376,0.0
1260,42.295696,-73.342543,0.0
1262,42.292202,-73.319209,0.0
1264,42.231590000000004,-73.202428,0.0
1266,42.312354,-73.388044,0.0
1267,42.671617,-73.246981,0.0
1270,42.515271999999996,-73.031166,0.0
1301,42.626761,-72.60153000000003,1.0
1330,42.513946999999995,-72.821517,0.0
1331,42.56240800000001,-72.19108,1.0
1337,42.689307,-72.582249,0.0
1338,42.572604,-72.824306,0.0
1339,42.603776,-72.88964399999998,0.0
1340,42.694731,-72.71095600000002,0.0
1341,42.496937,-72.709414,0.0
1342,42.543889,-72.60945799999998,0.0
1343,42.657625,-72.978933,0.0
1344,42.613417999999996,-72.426427,0.0
1346,42.693275,-72.823113,0.0
1347,42.559294,-72.518753,0.0
1349,42.563061,-72.482122,0.0
1350,42.727771999999995,-72.98534599999998,0.0
1351,42.53988,-72.521689,0.0
1354,42.624076,-72.508643,0.0
1355,42.458551,-72.327191,0.0
1360,42.677091,-72.453876,0.0
1364,42.605437,-72.292074,0.0
1366,42.475621000000004,-72.192468,0.0
1367,42.695532,-72.909148,0.0
1368,42.679456,-72.176935,0.0
1370,42.593338,-72.726941,0.0
1373,42.475481,-72.615403,0.0
1375,42.466691,-72.546751,0.0
1376,42.595279999999995,-72.555002,0.0
1378,42.673533,-72.353213,0.0
1379,42.556309999999996,-72.40714799999998,0.0
1420,42.584925,-71.816862,1.0
1430,42.657005,-71.92344200000002,0.0
1431,42.676293,-71.832523,0.0
1432,42.566573,-71.575135,1.0
1434,42.53890300000001,-71.612027,0.0
1436,42.602059000000004,-72.08701500000002,0.0
1438,42.562243,-72.031402,0.0
1440,42.584206,-71.988737,1.0
1450,42.61176,-71.565269,0.0
1451,42.501908,-71.568201,0.0
1452,42.489598,-72.00287800000002,0.0
1453,42.519977000000004,-71.763202,1.0
1460,42.535931,-71.490569,0.0
1462,42.582607,-71.720464,0.0
1463,42.670643,-71.602858,0.0
1464,42.573654,-71.640986,0.0
1467,42.489646,-71.609577,0.0
1468,42.542767,-72.068345,0.0
1469,42.664828,-71.695087,0.0
1473,42.5546,-71.90544,0.0
1474,42.669685,-71.752751,0.0
1475,42.66816,-72.055644,0.0
1501,42.198708,-71.846006,0.0
1503,42.384929,-71.633889,0.0
1504,42.039991,-71.53240600000002,0.0
1505,42.355049,-71.716157,0.0
1506,42.180788,-72.10789100000002,0.0
1507,42.133935,-71.968025,0.0
1510,42.411887,-71.690005,1.0
1515,42.209682,-72.040178,0.0
1516,42.053072,-71.752241,0.0
1518,42.127477,-72.118818,0.0
1519,42.203404,-71.679739,0.0
1520,42.336372,-71.850626,0.0
1521,42.046799,-72.180144,0.0
1522,42.37563400000001,-71.86738199999998,0.0
1523,42.483569,-71.675585,0.0
1524,42.249603,-71.919217,0.0
1525,42.106794,-71.63051800000002,0.0
1527,42.192246000000004,-71.777649,0.0
1529,42.036642,-71.578779,0.0
1531,42.319125,-72.130814,0.0
1532,42.323342,-71.646236,0.0
1534,42.142074,-71.643348,0.0
1535,42.267564,-72.06687600000002,0.0
1536,42.231309,-71.692642,0.0
1537,42.158966,-71.897051,0.0
1540,42.116263000000004,-71.857465,0.0
1541,42.454125,-71.87754,0.0
1542,42.204251,-71.908907,1.0
1543,42.388284999999996,-71.969865,0.0
1545,42.284766999999995,-71.714228,0.0
1550,42.059737,-72.033908,1.0
1560,42.175395,-71.674223,0.0
1561,42.44397,-71.685583,0.0
1562,42.247211,-71.991867,0.0
1564,42.447924,-71.776045,0.0
1566,42.103214,-72.079545,0.0
1568,42.176526,-71.603588,0.0
1569,42.05593,-71.631232,0.0
1570,42.047532000000004,-71.846952,0.0
1571,42.053778,-71.935075,0.0
1581,42.268426,-71.613309,1.0
1583,42.369417,-71.785036,0.0
1585,42.240796,-72.162645,0.0
1588,42.118794,-71.672494,0.0
1590,42.132051000000004,-71.75031800000002,0.0
1602,42.269189000000004,-71.850728,1.0
1603,42.243826,-71.84356899999999,0.0
1604,42.253254,-71.767957,1.0
1605,42.289683000000004,-71.78779300000002,2.0
1606,42.315249,-71.795741,0.0
1607,42.225974,-71.788894,0.0
1608,42.26198,-71.801462,1.0
1609,42.285114,-71.829987,0.0
1610,42.247049,-71.808366,0.0
1611,42.237604,-71.875838,0.0
1612,42.296797999999995,-71.928991,0.0
1701,42.319587,-71.4428,1.0
1702,42.282379,-71.436621,0.0
1718,42.519816,-71.429283,0.0
1719,42.485985,-71.520985,0.0
1720,42.483953,-71.43849499999997,0.0
1721,42.257754999999996,-71.473526,0.0
1730,42.499295000000004,-71.281889,1.0
1731,42.456748,-71.279484,0.0
1740,42.439941,-71.601879,0.0
1741,42.53662,-71.36183199999998,0.0
1742,42.462911,-71.364496,1.0
1745,42.292114,-71.499197,0.0
1746,42.195951,-71.45343000000003,0.0
1747,42.123007,-71.53140400000002,0.0
1748,42.224096,-71.54048900000002,0.0
1749,42.389071,-71.545864,0.0
1752,42.349616999999995,-71.547214,1.0
1754,42.425955,-71.45625600000002,0.0
1756,42.09387,-71.544519,0.0
1757,42.158691999999995,-71.521419,1.0
1760,42.284822,-71.348811,1.0
1770,42.231947,-71.372963,0.0
1772,42.302877,-71.530828,0.0
1773,42.425506,-71.310812,0.0
1775,42.429688,-71.512514,0.0
1776,42.383367,-71.42107,0.0
1778,42.343687,-71.381186,0.0
1801,42.488769,-71.154438,1.0
1803,42.503227,-71.201713,0.0
1810,42.648044,-71.161751,0.0
1821,42.54933,-71.251725,0.0
1824,42.59079000000001,-71.355182,0.0
1826,42.679722999999996,-71.30068,0.0
1827,42.676149,-71.499772,0.0
1830,42.796313,-71.053436,3.0
1832,42.791114,-71.132859,0.0
1833,42.727878999999994,-70.982036,1.0
1834,42.7539,-71.015935,0.0
1835,42.751233,-71.0943,0.0
1840,42.706763,-71.160403,0.0
1841,42.712015,-71.164873,0.0
1843,42.689974,-71.160383,0.0
1844,42.742468,-71.179218,1.0
1845,42.673909,-71.091334,0.0
1850,42.656045,-71.303309,0.0
1851,42.627812,-71.33533,0.0
1852,42.631912,-71.296025,1.0
1854,42.649481,-71.348229,2.0
1860,42.838603000000006,-71.011997,0.0
1862,42.578542999999996,-71.295592,0.0
1863,42.63378,-71.38946999999997,0.0
1864,42.578222,-71.084398,0.0
1867,42.535183,-71.105423,0.0
1876,42.611801,-71.227571,1.0
1879,42.667761999999996,-71.42882,0.0
1880,42.501523999999996,-71.067489,0.0
1886,42.585541,-71.44025,0.0
1887,42.564646999999994,-71.164516,0.0
1890,42.452752000000004,-71.144319,1.0
1901,42.460419,-70.94637900000002,0.0
1902,42.47103900000001,-70.941535,0.0
1904,42.492456,-70.97393000000002,2.0
1905,42.465998,-70.975792,0.0
1906,42.468432,-71.01394599999998,0.0
1907,42.474145,-70.90659699999998,0.0
1908,42.428256,-70.926041,0.0
1913,42.851293,-70.95581,1.0
1915,42.57066500000001,-70.867583,2.0
1921,42.683108000000004,-71.01833,0.0
1922,42.757313,-70.914241,0.0
1923,42.574174,-70.95051600000002,0.0
1929,42.64042,-70.77117199999998,0.0
1930,42.61991,-70.681824,1.0
1937,42.585723,-70.98405100000002,0.0
1938,42.683859999999996,-70.84266600000002,0.0
1940,42.534146,-71.038333,0.0
1944,42.576636,-70.767154,0.0
1945,42.501835,-70.859126,0.0
1949,42.606666,-71.010316,0.0
1950,42.812358,-70.89109499999998,1.0
1951,42.773351,-70.850211,0.0
1952,42.844793,-70.841476,0.0
1960,42.534279,-70.969782,2.0
1966,42.640715,-70.620248,0.0
1969,42.720873,-70.89121999999998,0.0
1970,42.524435,-70.870859,1.0
1982,42.626222999999996,-70.85723,0.0
1983,42.641379,-70.94344,0.0
1984,42.600633,-70.883303,0.0
1985,42.799565,-70.964428,0.0
2019,42.076682,-71.47449,0.0
2021,42.175737,-71.125385,1.0
2025,42.236422,-70.814435,0.0
2026,42.246871999999996,-71.179462,1.0
2030,42.234159999999996,-71.291167,0.0
2032,42.156882,-71.216187,0.0
2035,42.061338,-71.245802,1.0
2038,42.084858000000004,-71.41057099999998,0.0
2043,42.216097999999995,-70.88127,0.0
2045,42.292253,-70.923919,0.0
2047,42.133914000000004,-70.686037,0.0
2048,42.017302,-71.21641,0.0
2050,42.115139,-70.71033100000002,0.0
2052,42.184599,-71.305307,0.0
2053,42.15620300000001,-71.43034499999997,0.0
2054,42.17310300000001,-71.36375600000002,0.0
2056,42.113664,-71.33755500000002,0.0
2061,42.164569,-70.818844,0.0
2062,42.18736,-71.195955,1.0
2066,42.202273,-70.758184,0.0
2067,42.1076,-71.181828,0.0
2071,42.103425,-71.273589,0.0
2072,42.119006,-71.10365,2.0
2081,42.146691,-71.27053199999997,0.0
2090,42.219645,-71.216768,1.0
2093,42.052671000000004,-71.356858,0.0
2108,42.357758000000004,-71.064901,0.0
2109,42.367032,-71.050493,0.0
2110,42.361962,-71.04784599999998,0.0
2111,42.350518,-71.059077,1.0
2113,42.365331,-71.055233,0.0
2114,42.363174,-71.068646,3.0
2115,42.337105,-71.105696,3.0
2116,42.350578999999996,-71.076397,0.0
2118,42.337582,-71.070482,3.0
2119,42.324028999999996,-71.08501700000002,0.0
2120,42.33209,-71.09654499999998,1.0
2121,42.306267,-71.085897,0.0
2122,42.291413,-71.042158,0.0
2124,42.285804999999996,-71.070571,1.0
2125,42.315682,-71.055555,0.0
2126,42.274227,-71.09742299999998,0.0
2127,42.334992,-71.03909300000002,0.0
2128,42.361129,-71.006975,0.0
2129,42.379657,-71.061487,1.0
2130,42.309174,-71.113835,4.0
2131,42.284333000000004,-71.126228,1.0
2132,42.280454999999996,-71.162017,1.0
2134,42.358016,-71.128608,0.0
2135,42.349688,-71.153964,3.0
2136,42.255083,-71.12921999999998,0.0
2138,42.379637,-71.135152,2.0
2139,42.362986,-71.103353,1.0
2140,42.392157,-71.133996,0.0
2141,42.3703,-71.08256,0.0
2142,42.361471,-71.081994,0.0
2143,42.38140900000001,-71.096714,1.0
2144,42.399654999999996,-71.12255,0.0
2145,42.39157700000001,-71.08991,0.0
2148,42.42938,-71.058706,0.0
2149,42.405938,-71.054649,1.0
2150,42.396824,-71.031348,0.0
2151,42.41829,-71.001251,0.0
2152,42.373055,-70.974807,0.0
2155,42.42384000000001,-71.10767299999998,1.0
2163,42.366168,-71.12285,0.0
2169,42.248385999999996,-71.002279,1.0
2170,42.266415,-71.015576,0.0
2171,42.29332700000001,-71.01819300000002,0.0
2176,42.455723,-71.05901899999998,1.0
2180,42.474208000000004,-71.097665,0.0
2184,42.206188,-71.00232,1.0
2186,42.241557,-71.082432,1.0
2188,42.204578999999995,-70.957753,0.0
2189,42.209776,-70.928189,0.0
2190,42.166731,-70.952363,1.0
2191,42.243453,-70.942033,0.0
2199,42.347476,-71.082035,0.0
2203,42.360588,-71.058737,0.0
2210,42.347471999999996,-71.039271,0.0
2215,42.347635,-71.103082,2.0
2301,42.078371000000004,-71.042304,1.0
2302,42.088907,-70.998375,1.0
2322,42.132461,-71.054013,0.0
2324,41.972387,-70.978778,0.0
2330,41.878644,-70.74319799999998,0.0
2332,42.044323999999996,-70.706073,0.0
2333,42.037278,-70.94045899999998,0.0
2338,42.002811,-70.863473,0.0
2339,42.122956,-70.85631,0.0
2341,42.050464,-70.867418,0.0
2343,42.140244,-70.99734699999998,0.0
2346,41.878004,-70.86926700000002,2.0
2347,41.834412,-70.957163,0.0
2351,42.119964,-70.957216,0.0
2356,42.060532,-71.119676,0.0
2357,42.05497800000001,-71.080651,0.0
2359,42.067803999999995,-70.805713,1.0
2360,41.882056,-70.63129,1.0
2364,41.987196000000004,-70.74194200000002,0.0
2366,41.850984000000004,-70.654984,0.0
2367,41.9591,-70.80275300000002,0.0
2368,42.176446,-71.051568,0.0
2370,42.130399,-70.910615,0.0
2375,42.003040999999996,-71.07692800000002,0.0
2379,42.021617,-71.026717,0.0
2382,42.078974,-70.93939,0.0
2420,42.457055,-71.215464,0.0
2421,42.438547,-71.239573,0.0
2445,42.325483,-71.13504499999998,0.0
2446,42.343499,-71.122244,0.0
2451,42.397825,-71.255701,0.0
2452,42.392721,-71.213532,0.0
2453,42.369541999999996,-71.240513,1.0
2457,42.299388,-71.274242,0.0
2458,42.353584999999995,-71.188192,0.0
2459,42.314778999999994,-71.192017,0.0
2460,42.351824,-71.20849,0.0
2461,42.317362,-71.206508,0.0
2462,42.328708,-71.2559,1.0
2464,42.312975,-71.218882,0.0
2465,42.348912,-71.22633,0.0
2466,42.344457,-71.24861700000002,0.0
2467,42.314321,-71.152778,0.0
2468,42.328553,-71.22953000000003,0.0
2472,42.369451,-71.177925,0.0
2474,42.420949,-71.15637,0.0
2476,42.415637,-71.17567,0.0
2478,42.395317,-71.180284,1.0
2481,42.311946999999996,-71.27551700000002,0.0
2482,42.293099,-71.298535,0.0
2492,42.276029,-71.24454300000002,1.0
2493,42.360502000000004,-71.303433,0.0
2494,42.29949000000001,-71.232519,0.0
2532,41.751759,-70.59755200000002,0.0
2534,41.668942,-70.619407,0.0
2535,41.337961,-70.761674,0.0
2536,41.596305,-70.56746700000002,0.0
2537,41.728418,-70.435812,1.0
2538,41.777476,-70.64214799999998,0.0
2539,41.377655,-70.52208,0.0
2540,41.573881,-70.632049,1.0
2542,41.707839,-70.54552,0.0
2543,41.478974,-70.766911,0.0
2553,41.711560999999996,-70.622853,0.0
2554,41.291072,-70.093329,1.0
2556,41.639445,-70.624515,0.0
2557,41.441713,-70.576143,1.0
2558,41.745017,-70.653513,0.0
2559,41.690243,-70.616283,1.0
2561,41.766737,-70.540595,0.0
2562,41.787209000000004,-70.526717,0.0
2563,41.728137,-70.476549,0.0
2564,41.271934,-69.984415,0.0
2568,41.458608,-70.613479,0.0
2571,41.761187,-70.695991,1.0
2575,41.400252,-70.65693399999998,0.0
2576,41.772221,-70.762948,0.0
2584,41.258845,-70.007333,0.0
2601,41.657961,-70.29809300000001,1.0
2630,41.706769,-70.31253000000001,0.0
2631,41.747513,-70.066223,0.0
2632,41.659096999999996,-70.346877,0.0
2633,41.689734,-69.972126,0.0
2635,41.624054,-70.439397,0.0
2637,41.705726,-70.270928,0.0
2638,41.730228000000004,-70.19739799999999,0.0
2639,41.668067,-70.136979,0.0
2641,41.751246,-70.153472,0.0
2642,41.841331,-69.977436,0.0
2643,41.797777,-69.937327,0.0
2644,41.683488,-70.510786,0.0
2645,41.711052,-70.057609,0.0
2646,41.670596,-70.071449,0.0
2647,41.630127,-70.310144,0.0
2648,41.670946,-70.41537,0.0
2649,41.616801,-70.49009699999998,0.0
2650,41.701947,-69.961375,0.0
2651,41.874984999999995,-70.00349200000001,0.0
2652,42.049537,-70.09499100000001,0.0
2653,41.769125,-69.97358,0.0
2655,41.62798400000001,-70.392013,0.0
2657,42.059829,-70.200407,0.0
2659,41.681465,-70.023537,0.0
2660,41.707699,-70.15856,0.0
2663,41.894444,-70.01218,0.0
2664,41.674727000000004,-70.19564799999999,0.0
2666,41.99078,-70.045714,0.0
2667,41.921997,-70.023356,0.0
2668,41.716215999999996,-70.36307,0.0
2669,41.666693,-69.989716,0.0
2670,41.660113,-70.17067800000001,0.0
2671,41.670839,-70.1134,0.0
2672,41.6357,-70.313634,0.0
2673,41.655712,-70.24704399999999,0.0
2675,41.704155,-70.231801,0.0
2702,41.785113,-71.05904699999998,0.0
2703,41.931653000000004,-71.294503,2.0
2713,41.441295000000004,-70.90221700000002,0.0
2715,41.803649,-71.15338,0.0
2717,41.760108,-70.972874,0.0
2718,41.862486,-71.01169,0.0
2719,41.633619,-70.871306,0.0
2720,41.72505,-71.121329,2.0
2721,41.675125,-71.14828100000003,1.0
2723,41.692705,-71.129726,0.0
2724,41.683935999999996,-71.1775,0.0
2725,41.720043,-71.188272,0.0
2726,41.7597,-71.144592,0.0
2738,41.704138,-70.752225,0.0
2739,41.665794,-70.814531,0.0
2740,41.637485,-70.938265,1.0
2743,41.718216999999996,-70.901151,0.0
2744,41.60625200000001,-70.91363199999998,0.0
2745,41.700737,-70.950546,1.0
2746,41.660995,-70.940137,0.0
2747,41.664711,-71.015699,1.0
2748,41.55308400000001,-70.971453,0.0
2760,41.972509,-71.334397,0.0
2762,42.012797,-71.336578,0.0
2763,41.966865999999996,-71.308574,0.0
2764,41.851929,-71.153598,0.0
2766,41.965340999999995,-71.18178,0.0
2767,41.94099600000001,-71.04849899999998,0.0
2769,41.846878000000004,-71.24486999999998,0.0
2770,41.759846,-70.838449,0.0
2771,41.842106,-71.32230899999998,0.0
2777,41.758163,-71.21418100000002,0.0
2779,41.838060999999996,-71.07761500000002,0.0
2780,41.909112,-71.118346,2.0
2790,41.599176,-71.082371,0.0
2791,41.528538,-71.078091,0.0
2802,41.95213,-71.456233,0.0
2804,41.434771999999995,-71.769527,0.0
2806,41.73475300000001,-71.319732,0.0
2807,41.17681500000001,-71.577085,0.0
2808,41.408251,-71.749674,0.0
2809,41.67573,-71.273331,0.0
2812,41.478947999999995,-71.652334,0.0
2813,41.394216,-71.669822,0.0
2814,41.895948,-71.700406,0.0
2815,41.77463,-71.647954,0.0
2816,41.696498999999996,-71.622662,0.0
2817,41.637083000000004,-71.678361,0.0
2818,41.642919,-71.48571899999997,0.0
2822,41.570209999999996,-71.626993,0.0
2825,41.782067,-71.726833,0.0
2826,41.982746,-71.653144,0.0
2827,41.698747999999995,-71.739118,0.0
2828,41.879928,-71.563999,0.0
2830,41.97493,-71.651187,1.0
2831,41.774762,-71.620289,0.0
2832,41.514717,-71.72962199999998,0.0
2833,41.49514,-71.769633,0.0
2835,41.510088,-71.378366,0.0
2836,41.454681,-71.62020799999998,0.0
2837,41.518769,-71.167247,0.0
2838,41.965257,-71.47637399999998,0.0
2839,41.940757,-71.641513,0.0
2840,41.478215999999996,-71.322375,1.0
2841,41.511864,-71.332175,1.0
2842,41.518673,-71.281685,0.0
2852,41.588565,-71.459811,0.0
2857,41.822761,-71.633605,0.0
2858,41.964461,-71.651336,0.0
2859,41.959073,-71.757323,0.0
2860,41.870562,-71.388681,1.0
2861,41.87860300000001,-71.353131,0.0
2863,41.890064,-71.39348100000002,0.0
2864,41.966913,-71.428933,0.0
2865,41.915455,-71.449815,0.0
2871,41.587299,-71.261246,0.0
2872,41.597055,-71.320666,0.0
2873,41.53308300000001,-71.780518,0.0
2874,41.508687,-71.48174300000002,0.0
2875,41.456486,-71.638865,0.0
2876,41.994278,-71.58549000000002,0.0
2878,41.609435999999995,-71.178113,0.0
2879,41.424019,-71.534277,1.0
2881,41.47808300000001,-71.52471700000002,0.0
2882,41.415152,-71.465251,0.0
2885,41.725138,-71.25880500000002,0.0
2886,41.703849,-71.455568,1.0
2888,41.747671000000004,-71.406118,0.0
2889,41.700590999999996,-71.376927,0.0
2891,41.361854,-71.789689,1.0
2892,41.492004,-71.594774,0.0
2893,41.679006,-71.518688,0.0
2894,41.444477,-71.703238,0.0
2895,42.001706,-71.499949,1.0
2896,41.975186,-71.544069,1.0
2898,41.51764,-71.668521,0.0
2903,41.81823,-71.409088,2.0
2904,41.858334,-71.43629399999998,1.0
